name1,name2,soundex_ratio,metaphone_ratio,levenshtein_ratio,jaro_winkler_ratio,cosine_similarity,euclidean_similarity,manhattan_similarity,pearson_similarity,label
Monish,Monish,1,1,1,1,1,1,1,1,y
Moosvi,Mousvi,1,1,0.833333333,0.911111111,0.908065438,0.699888097,0.130025046,0.954031662,y
Moosvi,Moussvi,1,1,0.714285714,0.879365079,0.751531303,0.586531574,0.08221162,0.875742166,y
Moosvi,Muusvi,1,1,0.666666667,0.8,0.652303934,0.545285478,0.071660907,0.826118646,y
Moosvi,Moossvi,1,1,0.857142857,0.971428571,0.814218163,0.621287708,0.092823991,0.907097688,y
Fariya,Faariya,1,1,0.857142857,0.961904762,0.474256486,0.493724654,0.059543941,0.73705234,y
Fariya,Farriyah,1,1,0.75,0.941666667,0.765317082,0.593435535,0.085335028,0.882572487,y
Fariya,Feraya,1,1,0.666666667,0.84,0.471244425,0.493010664,0.05877742,0.735450512,y
Fariya,Feriya,1,1,0.833333333,0.9,0.474287629,0.493732064,0.058329013,0.736981558,y
Toshit,Tosheet,1,1,0.714285714,0.90952381,0.423249245,0.482157306,0.057099126,0.711651474,y
Toshit,Tooshith,1,0.67,0.75,0.933333333,0.614609241,0.532497886,0.067108731,0.807284106,y
Toshit,Tohseet,1,0.67,0.571428571,0.826031746,0.51614821,0.504103537,0.061313048,0.75807287,y
Toshit,Toshith,1,0.67,0.857142857,0.971428571,0.866898894,0.659653183,0.108933805,0.933445095,y
Kanha,Kanaa,1,0.8,0.8,0.906666667,0.823904634,0.627566478,0.098079337,0.911930665,y
Kanha,Kahnaa,1,0.8,0.666666667,0.902222222,0.497841895,0.499461605,0.060314526,0.74887384,y
Kanha,Kahnaa,1,0.8,0.666666667,0.902222222,0.497841895,0.499461605,0.060314526,0.74887384,y
Kanha,Kanhaah,1,1,0.714285714,0.942857143,0.899478197,0.69042706,0.124345529,0.949779801,y
Khalid,Khaalid,1,1,0.857142857,0.966666667,0.36244601,0.469658471,0.053204965,0.681303517,y
Khalid,Khallid,1,1,0.857142857,0.971428571,0.374758899,0.472087912,0.053925469,0.687385393,y
Khalid,Kahlid,1,0.86,0.666666667,0.95,0.51303041,0.503300782,0.060883733,0.756502886,y
Khalid,Khaalidd,1,1,0.75,0.941666667,0.399471045,0.477115664,0.055104122,0.699809689,y
Kaushiki,Koushiki,1,1,0.875,0.925,0.857352018,0.65183472,0.108495879,0.928670635,y
Kaushiki,Kaushikaa,1,1,0.777777778,0.930555556,0.790710211,0.60717293,0.090796696,0.895349958,n
Kaushiki,Koshiki,1,1,0.75,0.882142857,0.628420353,0.537037626,0.068467773,0.814200057,y
Kaushiki,Kaushhiki,1,0.86,0.888888889,0.977777778,0.858852983,0.653034102,0.108443389,0.9294407,y
Elamathi,Elaamathi,1,1,0.888888889,0.944907407,0.687922478,0.558648366,0.074316388,0.84393571,y
Elamathi,Ellamathi,1,1,0.888888889,0.97037037,0.412982106,0.479954841,0.0563488,0.70639213,y
Elamathi,Elammathi,1,1,0.888888889,0.977777778,0.69249922,0.560468876,0.076595343,0.846219497,y
Elamathi,Elleamathi,1,1,0.8,0.946666667,0.622199953,0.53497317,0.066844655,0.811083278,y
Vasundhara,Vasundra,1,0.91,0.8,0.935,0.86027503,0.654180405,0.107606516,0.930139657,y
Vasundhara,Vaasundhara,1,1,0.909090909,0.975757576,0.821027815,0.625670843,0.097007842,0.910509566,y
Vasundhara,Vassundhara,1,1,0.909090909,0.978787879,0.820606589,0.625395494,0.097892801,0.910296306,y
Vasundhara,Vaasundhaaraa,1,1,0.769230769,0.831794872,0.620488405,0.534410861,0.068976097,0.810252975,y
Kandarp,Kandaap,0.75,0.89,0.857142857,0.942857143,0.693506002,0.560872785,0.075425228,0.846725952,n
Kandarp,Kandharpp,1,0.91,0.777777778,0.955555556,0.684517443,0.557310141,0.073759964,0.842223139,y
Kandarp,Kandharpa,1,0.91,0.777777778,0.955555556,0.655043781,0.546266094,0.071058363,0.827485382,y
Kandarp,Kanderp,1,1,0.857142857,0.942857143,0.867706776,0.660336305,0.11142281,0.933834763,y
Noopur,Noupur,1,1,0.833333333,0.857777778,0.685258389,0.55760013,0.07429421,0.842537632,y
Noopur,Nooopur,1,1,0.857142857,0.966666667,0.629917502,0.537539473,0.069062695,0.814797908,y
Noopur,Noopuur,1,1,0.857142857,0.971428571,0.890784383,0.681493077,0.120496988,0.945398887,y
Noopur,Noopurr,1,1,0.857142857,0.971428571,0.911412716,0.703768836,0.134528137,0.95568848,y
Suchita,Suuchita,1,1,0.875,0.966666667,0.404616535,0.478189133,0.057022449,0.702134309,y
Suchita,Suchitha,1,0.67,0.875,0.975,0.595160425,0.526365152,0.066758065,0.797370088,y
Suchita,Suchithaa,1,0.67,0.777777778,0.955555556,0.638945699,0.540607818,0.070772726,0.819345475,y
Suchita,Suuchetha,1,0.67,0.666666667,0.873015873,0.294036329,0.456987109,0.053376049,0.646757506,y
Sumaiya,Sumaiyaa,1,1,0.875,0.975,0.956855178,0.772946226,0.18160525,0.978426758,y
Sumaiya,Sumayyia,1,1,0.75,0.946428571,0.760676146,0.591071091,0.086725601,0.880313992,y
Sumaiya,Soumaiyaa,1,1,0.777777778,0.933333333,0.534228921,0.508863273,0.061665307,0.767006144,y
Sumaiya,Summmaiya,1,1,0.777777778,0.948148148,0.728144467,0.575583399,0.080284086,0.864021158,y
Himanshi,Himanshe,1,1,0.875,0.95,0.805003285,0.615576042,0.093098711,0.902500812,y
Himanshi,Hemanshi,1,1,0.875,0.925,0.676527143,0.554222547,0.073061315,0.838272596,y
Himanshi,Himanshe,1,1,0.875,0.95,0.805003285,0.615576042,0.093098711,0.902500812,y
Himanshi,Hemanshee,1,1,0.666666667,0.825,0.396493286,0.476498695,0.055198768,0.698225839,y
Ibrahim,Ibraheem,1,1,0.75,0.921428571,0.505511999,0.501385644,0.061833266,0.75272243,y
Ibrahim,Ebrahim,0.75,0.8,0.857142857,0.904761905,0.425081134,0.482554486,0.05611667,0.712496585,y
Ibrahim,Ebbraahim,0.75,0.8,0.666666667,0.841269841,0.388271272,0.474811244,0.055213301,0.694126492,y
Ibrahim,Ebbrhim,0.75,0.8,0.571428571,0.80952381,0.309554428,0.459746187,0.05212059,0.654723443,y
Jagriti,Jagritte,1,1,0.75,0.921428571,0.831346631,0.632598656,0.098455474,0.915637083,y
Jagriti,Jagritti,1,1,0.875,0.975,0.853611171,0.64889159,0.106822515,0.926798328,y
Jagriti,Jagreeti,1,1,0.75,0.888095238,0.674917281,0.553609184,0.07480605,0.83739543,y
Jagriti,Jagritthhi,1,0.67,0.7,0.94,0.785417676,0.604190602,0.090012689,0.892722045,y
Khansa,Khaanasa,1,1,0.75,0.902777778,0.62405622,0.535585797,0.068800222,0.812016958,y
Khansa,Kahnsaa,1,0.86,0.571428571,0.907142857,0.728165448,0.575592818,0.079435133,0.864077844,y
Khansa,Khaansah,1,1,0.75,0.902777778,0.499157667,0.499789595,0.060655499,0.749632394,y
Khansa,Khansah,1,1,0.857142857,0.971428571,0.914382041,0.707310193,0.134944277,0.957212009,y
Kunaal,Kunal,1,1,0.833333333,0.966666667,0.769429445,0.595566433,0.083978012,0.88469147,y
Kunaal,Kounall,1,1,0.714285714,0.864285714,0.469162583,0.492519565,0.057874367,0.734473651,y
Kunaal,Kunnal,1,1,0.833333333,0.922222222,0.662070572,0.548815329,0.072486865,0.830981764,y
Kunaal,Kunall,1,1,0.833333333,0.933333333,0.72082597,0.572335454,0.079549282,0.860378183,y
Ishwa,Ishwaa,1,1,0.833333333,0.966666667,0.889057398,0.679787954,0.118682564,0.944531091,y
Ishwa,Iishwa,1,0.8,0.833333333,0.95,0.612164438,0.531710698,0.06785904,0.806129749,y
Ishwa,Eshwa,0.75,0.67,0.8,0.866666667,0.789500594,0.606485424,0.090000297,0.894719255,y
Ishwa,Ishwah,1,1,0.833333333,0.966666667,0.930361092,0.728226263,0.150174066,0.965206621,y
Joshika,Joushikaa,1,1,0.777777778,0.940740741,0.522464335,0.505745886,0.061164119,0.761167266,y
Joshika,Joooshika,1,1,0.777777778,0.940740741,0.706474066,0.566189471,0.078773562,0.853296211,y
Joshika,Joushikka,1,1,0.777777778,0.940740741,0.608052731,0.53039755,0.06715265,0.803991539,y
Joshika,Jooshikaa,1,1,0.777777778,0.940740741,0.680868983,0.555891196,0.076647681,0.840469163,y
Sawan,Saaawan,1,1,0.714285714,0.87047619,0.415580153,0.480508454,0.056833739,0.707721663,y
Sawan,Saawaan,1,1,0.714285714,0.87047619,0.483422577,0.495922973,0.059940872,0.741663656,y
Sawan,Saawan,1,1,0.833333333,0.902222222,0.4362773,0.485010206,0.056221056,0.718043733,y
Sawan,Sawhan,1,0.67,0.833333333,0.961111111,0.808111131,0.617475286,0.09379659,0.904043541,y
Priyesh,Prriyesh,1,1,0.875,0.966666667,0.775121331,0.598573154,0.08714551,0.88754531,y
Priyesh,Priishh,1,0.75,0.571428571,0.866666667,0.879148841,0.670406475,0.11406255,0.939572993,y
Priyesh,Preyesh,1,1,0.857142857,0.879365079,0.385455251,0.474238633,0.05565075,0.692670069,y
Priyesh,Priyyesh,1,1,0.875,0.975,0.931937814,0.730486626,0.147542335,0.965966105,y
Priyal,Preeyal,1,1,0.714285714,0.879365079,0.365379214,0.470232826,0.053236969,0.682667527,y
Priyal,Priyyal,1,1,0.857142857,0.971428571,0.653835773,0.545832788,0.071579297,0.826844533,y
Priyal,Preeal,1,0.86,0.666666667,0.822222222,0.343474329,0.466008329,0.052604457,0.671620493,y
Priyal,Pryyal,1,1,0.833333333,0.911111111,0.674967825,0.55362842,0.07297217,0.837410923,y
Pradium,Pradiuum,1,1,0.875,0.975,0.910680056,0.702909538,0.129844756,0.955373265,y
Pradium,Pradhiuum,1,0.89,0.777777778,0.955555556,0.702586889,0.564573134,0.076295707,0.851349787,y
Pradium,Pradiumm,1,1,0.875,0.975,0.893158078,0.683873184,0.119181033,0.946569423,y
Pradium,Pradhiium,1,0.89,0.777777778,0.955555556,0.715762436,0.57013424,0.077631813,0.857796689,y
Omhari,Omharri,1,1,0.857142857,0.971428571,0.772194982,0.597018894,0.0875014,0.88603327,y
Omhari,Ommaari,1,0.86,0.714285714,0.879365079,0.647361279,0.543534981,0.071717046,0.823590636,y
Omhari,Omharii,1,1,0.857142857,0.971428571,0.924510539,0.720170507,0.142622186,0.962274431,y
Omhari,Omhaari,1,1,0.857142857,0.971428571,0.62673682,0.536475654,0.069034959,0.813282637,y
Pranidhi,Praneedhi,1,1,0.777777778,0.930555556,0.746466875,0.584082801,0.083150234,0.873194607,y
Pranidhi,Pranithi,1,0.67,0.875,0.95,0.837969124,0.63724124,0.099190265,0.918957749,y
Pranidhi,Praanidhi,1,1,0.888888889,0.974074074,0.763565898,0.59253847,0.086375249,0.881748303,y
Pranidhi,Pranidhee,1,1,0.777777778,0.930555556,0.790990233,0.607332524,0.090539549,0.895495582,y
Leena,Leeena,1,1,0.833333333,0.961111111,0.842699587,0.640658905,0.103929406,0.921363407,y
Leena,Lina,1,1,0.6,0.805,0.367596269,0.47066874,0.054691725,0.683564776,y
Leena,Leenaa,1,1,0.833333333,0.966666667,0.934970737,0.734950213,0.151454358,0.967507591,y
Leena,Leenah,1,1,0.833333333,0.966666667,0.831430554,0.632656384,0.099998531,0.915720405,y
Harshada,Haarshada,1,1,0.888888889,0.87037037,0.425066113,0.482551211,0.056127345,0.712462649,y
Harshada,Harshadda,1,1,0.888888889,0.977777778,0.843872607,0.641520032,0.103298332,0.921902971,y
Harshada,Hharshada,1,1,0.888888889,0.891666667,0.463312894,0.491150016,0.058561946,0.731566316,y
Harshada,Harshaadha,1,0.89,0.8,0.935,0.74236083,0.582130102,0.082551909,0.871180818,y
Prathmesh,Prathmeesh,1,1,0.9,0.98,0.843171418,0.641004577,0.10464986,0.921581112,y
Prathmesh,Prathamesh,1,1,0.9,0.98,0.860076785,0.654020025,0.107379537,0.930035325,y
Prathmesh,Praathmesh,1,1,0.9,0.976666667,0.779979587,0.601194232,0.091999945,0.890072031,y
Prathmesh,Prathmash,1,1,0.888888889,0.955555556,0.901551604,0.692649903,0.129486534,0.950770224,y
Ritank,Ritunck,1,1,0.714285714,0.894444444,0.266568482,0.452255146,0.05045502,0.633148816,y
Ritank,Rittank,1,1,0.857142857,0.966666667,0.451545656,0.488440071,0.057392097,0.725666936,y
Ritank,Ritanck,1,1,0.857142857,0.971428571,0.813391089,0.620765032,0.094805136,0.906681807,y
Ritank,Ritanhk,1,0.89,0.857142857,0.971428571,0.79472506,0.609480454,0.091605307,0.89738031,y
Rishit,Rishith,1,0.67,0.857142857,0.971428571,0.83424437,0.634610277,0.100483301,0.917062646,y
Rishit,Rishitt,1,1,0.857142857,0.971428571,0.885812938,0.676642549,0.116147297,0.942875392,y
Rishit,Risheet,1,1,0.714285714,0.90952381,0.4896245,0.497432697,0.059879943,0.744669477,y
Rishit,Rrishti,1,1,0.571428571,0.907142857,0.39270103,0.475717483,0.056124792,0.696062403,y
Meenu,Meenoo,1,1,0.666666667,0.893333333,0.638905704,0.540594074,0.067900618,0.819302508,y
Meenu,Meennu,1,1,0.833333333,0.966666667,0.802624345,0.614140317,0.092736446,0.901269005,y
Meenu,Meenuu,1,1,0.833333333,0.966666667,0.943858743,0.749015476,0.158215107,0.971914115,y
Meenu,Meenee,1,1,0.666666667,0.893333333,0.67862922,0.555027743,0.07453087,0.839159795,y
Ranjan,Ranjunn,1,1,0.714285714,0.90952381,0.653181612,0.545598817,0.07292199,0.826493557,y
Ranjan,Rannjan,1,1,0.857142857,0.927777778,0.591224432,0.52515896,0.067312823,0.795544893,y
Ranjan,Ranjhan,1,0.89,0.857142857,0.971428571,0.685734451,0.557786866,0.074405466,0.842822033,y
Ranjan,Ranjan,1,1,1,1,1,1,1,1,y
Shukant,Shukank,0.75,0.75,0.857142857,0.942857143,0.875707984,0.667297496,0.113056296,0.937867842,n
Shukant,Shukaant,1,1,0.875,0.975,0.734131098,0.578300887,0.080975359,0.86700247,y
Shukant,Shukhant,1,0.89,0.875,0.975,0.836139619,0.635942538,0.100473788,0.91806311,y
Shukant,Shukhaant,1,0.89,0.777777778,0.955555556,0.705049217,0.565594688,0.077512322,0.852484318,y
Jashveer,Jashver,1,1,0.875,0.975,0.867889941,0.660491867,0.110972237,0.933937915,y
Jashveer,Jashveeer,1,1,0.888888889,0.977777778,0.842097402,0.640219069,0.101775166,0.921038456,y
Jashveer,Jaashveer,1,1,0.888888889,0.97037037,0.911657095,0.704056789,0.132160607,0.955829952,y
Jashveer,Jhhasveer,1,0.67,0.666666667,0.929166667,0.725822687,0.574544365,0.078942843,0.862909781,y
Nargis,Nargiess,1,1,0.75,0.95,0.806644082,0.61657534,0.093794191,0.903312519,y
Nargis,Nargiiis,1,1,0.75,0.95,0.731584191,0.577137947,0.080859234,0.865775532,y
Nargis,Naargis,1,1,0.857142857,0.961904762,0.620363116,0.534369788,0.068819133,0.810170951,y
Nargis,Narghis,1,0.67,0.857142857,0.971428571,0.676990271,0.554399517,0.075467461,0.838479585,y
Shreyans,Shreyyaans,1,1,0.8,0.96,0.934635639,0.734449318,0.152672807,0.967318501,y
Shreyans,Shreyansh,1,0.8,0.888888889,0.977777778,0.916015565,0.709300217,0.134206614,0.958025103,y
Shreyans,Shreyaince,1,1,0.7,0.915,0.828410149,0.630590409,0.098922525,0.914200593,y
Shreyans,Shreyans,1,1,1,1,1.000000119,1,1,1,y
Manaswini,Maanaswini,1,1,0.9,0.943703704,0.616275191,0.533037088,0.067451665,0.808028843,y
Manaswini,Manaswinee,1,1,0.8,0.937777778,0.838149667,0.637370177,0.099771223,0.919013204,y
Manaswini,Maanaswiny,1,1,0.8,0.883703704,0.542938888,0.511221981,0.062852139,0.771373427,y
Manaswini,Manawsini,1,0.89,0.777777778,0.977777778,0.883854508,0.674779359,0.118178817,0.941885349,y
Neelu,Neeluu,1,1,0.833333333,0.966666667,0.923639178,0.719012537,0.139842027,0.96181697,y
Neelu,Neelllu,1,1,0.714285714,0.942857143,0.93631351,0.73697751,0.15326545,0.968142782,y
Neelu,Neeloo,1,1,0.666666667,0.893333333,0.731154084,0.576942614,0.078254358,0.86546577,y
Neelu,Naeeloo,1,1,0.571428571,0.811428571,0.329703152,0.463426386,0.052521669,0.664523056,y
Mukund,Mukhund,1,0.89,0.857142857,0.966666667,0.72285217,0.573226711,0.078460569,0.861384836,y
Mukund,Muukund,1,1,0.857142857,0.917460317,0.744505584,0.583146508,0.084119542,0.872221705,y
Mukund,Mukundh,1,0.89,0.857142857,0.971428571,0.924089015,0.719609027,0.140895404,0.962067357,y
Mukund,Mookund,1,1,0.714285714,0.864285714,0.610199869,0.531081613,0.065084097,0.805056787,y
Eshma,Eeeshma,1,0.8,0.714285714,0.914285714,0.543131351,0.511274607,0.061158985,0.771535595,y
Eshma,Eschma,1,0.86,0.833333333,0.955555556,0.662302315,0.548900313,0.073208937,0.831008161,y
Eshma,Eeshmaa,1,0.8,0.714285714,0.914285714,0.446923077,0.487391546,0.057118217,0.723549174,y
Eshma,Eshema,1,1,0.833333333,0.961111111,0.381286204,0.473395819,0.055487821,0.690341812,y
Aruba,Arooba,1,1,0.666666667,0.857777778,0.666330695,0.550385563,0.072991528,0.833079652,y
Aruba,Aaruba,1,0.8,0.833333333,0.95,0.466571629,0.491911089,0.059577112,0.733169065,y
Aruba,Arubha,1,0.86,0.833333333,0.966666667,0.676468551,0.55420012,0.075273924,0.83813669,y
Aruba,Aroobaa,1,1,0.571428571,0.832380952,0.65373385,0.545796279,0.072177384,0.826811744,y
Ehtisham,Ethisham,1,0.75,0.75,0.9625,0.552568674,0.513882049,0.062970579,0.776262207,y
Ehtisham,Ethisham,1,0.75,0.75,0.9625,0.552568674,0.513882049,0.062970579,0.776262207,y
Ehtisham,Ehtisam,1,0.75,0.875,0.975,0.872796893,0.664722618,0.114229577,0.936396778,y
Ehtisham,Ethishaam,1,0.75,0.666666667,0.929166667,0.664659858,0.549767508,0.072501625,0.832349406,y
Nitya,Nityaa,1,1,0.833333333,0.966666667,0.945999444,0.752651833,0.161738636,0.972995716,y
Nitya,Neetya,1,1,0.666666667,0.84,0.776360631,0.599236921,0.087873071,0.888137325,y
Nitya,Nitya,1,1,1,1,0.99999994,1,1,1,y
Nitya,Nityaah,1,1,0.714285714,0.942857143,0.903077304,0.694310048,0.127989032,0.951573386,y
Nishu,Nishoo,1,1,0.666666667,0.893333333,0.608504653,0.530541224,0.067310563,0.804194744,y
Nishu,Neechu,1,1,0.5,0.73,0.419720829,0.481395924,0.05661652,0.709712498,y
Nishu,Nishu,1,1,1,1,1,1,1,1,y
Nishu,Nishuu,1,1,0.833333333,0.966666667,0.929513752,0.727027834,0.14433011,0.964753165,y
Noorsaba,Noooraba,0.75,0.86,0.75,0.941666667,0.81086266,0.619179549,0.092360146,0.905416686,n
Noorsaba,Noorsabhaa,1,0.89,0.8,0.96,0.795562923,0.609966995,0.091690921,0.897783212,y
Noorsaba,Norhsaba,1,0.89,0.75,0.933333333,0.779426813,0.600893402,0.087171359,0.889695031,y
Noorsaba,Nooraba,0.75,0.86,0.875,0.975,0.670905828,0.552093263,0.073995958,0.83544368,n
Punya,Punnya,1,1,0.833333333,0.961111111,0.794008136,0.60906548,0.09173809,0.896907193,y
Punya,Punyaa,1,1,0.833333333,0.966666667,0.940475941,0.743475727,0.158141077,0.97021264,y
Punya,Poonya,1,1,0.666666667,0.84,0.429365128,0.483488296,0.056395756,0.714485405,y
Punya,Punyah,1,1,0.833333333,0.966666667,0.827165067,0.629747859,0.099101235,0.91348695,y
Nihal,Nihhal,1,1,0.833333333,0.961111111,0.559822083,0.51592324,0.063284221,0.779864181,y
Nihal,Neehal,1,1,0.666666667,0.84,0.715430737,0.569991291,0.078898377,0.857689638,y
Nihal,Nihaal,1,1,0.833333333,0.966666667,0.776677847,0.599407317,0.087982533,0.888324244,y
Nihal,Nihl,1,0.8,0.8,0.953333333,0.749146879,0.58537305,0.082266167,0.874553947,y
Devyanti,Deveentee,1,0.89,0.555555556,0.808796296,0.597679734,0.527143255,0.067101679,0.798709099,y
Devyanti,Devyanthii,1,0.8,0.8,0.96,0.914717555,0.707716508,0.133909766,0.95739679,y
Devyanti,Dhevyanti,1,0.91,0.888888889,0.966666667,0.753574491,0.587532474,0.082595775,0.876904988,y
Devyanti,Dhevyantee,1,0.91,0.7,0.8725,0.641394019,0.541452623,0.071053413,0.820803616,y
Nishchay,Nishchai,1,1,0.875,0.95,0.760260403,0.590861366,0.085626811,0.880130363,y
Nishchay,Neshchay,1,1,0.875,0.925,0.34876287,0.467014768,0.053864272,0.674417837,y
Nishchay,Nishchae,1,1,0.875,0.95,0.889755249,0.680474286,0.12180715,0.944880808,y
Nishchay,Nishchay,1,1,1,1,1,1,1,1,y
Shagun,Shaagun,1,1,0.857142857,0.966666667,0.699808955,0.563429992,0.076250928,0.849844741,y
Shagun,Shahgun,1,1,0.857142857,0.966666667,0.708518147,0.56704753,0.078680367,0.854234864,y
Shagun,Shaguun,1,1,0.857142857,0.971428571,0.655386686,0.546389329,0.071487558,0.827670642,y
Shagun,Shaghn,1,0.8,0.833333333,0.933333333,0.572752476,0.519645471,0.064860225,0.786370998,y
Joy,Joi,1,1,0.666666667,0.822222222,0.281921625,0.454876763,0.050528441,0.64066372,y
Joy,Jooy,1,1,0.75,0.933333333,0.257801116,0.450783715,0.049984741,0.628747341,y
Joy,Joiy,1,1,0.75,0.933333333,0.284151375,0.455262371,0.050467735,0.641782332,y
Joy,Joyee,1,0.67,0.6,0.906666667,0.819983304,0.624989118,0.097951784,0.909877114,y
Reshami,Reshamee,1,1,0.75,0.921428571,0.861268759,0.654987322,0.109138458,0.930616218,y
Reshami,Rhesami,1,0.57,0.714285714,0.957142857,0.452406228,0.488636244,0.057304183,0.726073685,y
Reshami,Reshaami,1,1,0.875,0.975,0.589623213,0.524671453,0.066833271,0.794726152,y
Reshami,Resshami,1,1,0.875,0.970833333,0.833451629,0.634056902,0.099978356,0.916718961,y
Ronit,Ronith,1,0.67,0.833333333,0.966666667,0.653740823,0.545798818,0.07120483,0.826825691,y
Ronit,Roniete,1,1,0.714285714,0.942857143,0.755797088,0.58862984,0.084706746,0.87781001,y
Ronit,Ronitth,1,0.67,0.714285714,0.942857143,0.748021066,0.584829515,0.082934011,0.874043893,y
Ronit,Ronitt,1,1,0.833333333,0.966666667,0.727060437,0.575097249,0.078929853,0.863500444,y
Rishu,Rishuu,1,1,0.833333333,0.966666667,0.929269075,0.72668396,0.144494321,0.964618175,y
Rishu,Reshuu,1,1,0.666666667,0.84,0.366912365,0.470534097,0.054196153,0.683191723,y
Rishu,Rishu,1,1,1,1,1,1,1,1,y
Rishu,Reeeshu,1,1,0.571428571,0.811428571,0.365670621,0.470290007,0.054080304,0.682563958,y
Prasun,Prasune,1,1,0.857142857,0.971428571,0.659692585,0.54794707,0.073739776,0.829758873,y
Prasun,Prassun,1,1,0.857142857,0.971428571,0.818338633,0.623922704,0.097728875,0.909141982,y
Prasun,Prasoone,1,1,0.625,0.891666667,0.789306998,0.606375671,0.09109771,0.894609507,y
Prasun,Prrasun,1,1,0.857142857,0.961904762,0.811195314,0.619387064,0.097505836,0.905553425,y
Prakharendra,Prakhrendra,1,1,0.916666667,0.928787879,0.788262904,0.605785628,0.090528262,0.894173139,y
Prakharendra,Prakareendra,1,0.93,0.833333333,0.966666667,0.675849617,0.553964081,0.072884497,0.837967811,y
Prakharendra,Prrakhendra,0.75,0.93,0.75,0.880808081,0.577793896,0.521126731,0.065391155,0.788904367,y
Prakharendra,Prakhrendra,1,1,0.916666667,0.928787879,0.788262904,0.605785628,0.090528262,0.894173139,y
Priyamvada,Priyamwaada,0.75,0.83,0.818181818,0.921414141,0.844658256,0.642099983,0.104190127,0.922335091,n
Priyamvada,Priyamvaada,1,1,0.909090909,0.961818182,0.93679738,0.737715991,0.149922292,0.968392874,y
Priyamvada,Priyavada,0.75,0.91,0.9,0.98,0.948149562,0.756414529,0.167918088,0.974060453,n
Priyamvada,Priyaamwada,0.75,0.83,0.818181818,0.899191919,0.745985985,0.583852647,0.082842837,0.87305989,y
Rajneesh,Rajnesh,1,1,0.875,0.975,0.81696254,0.623036941,0.095003168,0.908482571,y
Rajneesh,Rajneeshe,1,1,0.888888889,0.977777778,0.940264821,0.743138093,0.153322451,0.970135137,y
Rajneesh,Rajnesh,1,1,0.875,0.975,0.81696254,0.623036941,0.095003168,0.908482571,y
Rajneesh,Raajnesh,1,1,0.75,0.933333333,0.421139419,0.481701466,0.05723495,0.710587218,y
Kausar,Kaussar,1,1,0.857142857,0.971428571,0.698146105,0.562750521,0.077745515,0.849046198,y
Kausar,Kawsar,1,1,0.833333333,0.911111111,0.679602742,0.555402406,0.072734769,0.839769136,y
Kausar,Khaussar,1,0.86,0.75,0.925,0.461785316,0.49079487,0.057427943,0.730851295,y
Kausar,Kawassar,1,0.86,0.625,0.802222222,0.64154768,0.541505838,0.06970139,0.820753321,y
Rouby,Roubye,1,0.8,0.833333333,0.966666667,0.848618269,0.645061666,0.104970422,0.924206253,y
Rouby,Roouby,1,1,0.833333333,0.955555556,0.694712996,0.561358671,0.07649386,0.847158642,y
Rouby,Robye,1,0.8,0.6,0.893333333,0.425004631,0.482537859,0.057003341,0.712184774,y
Rouby,Rooubi,1,1,0.666666667,0.857777778,0.739786565,0.580920446,0.081711368,0.869706477,y
Sanket,Sankeet,1,1,0.857142857,0.971428571,0.711305618,0.568226659,0.076778931,0.855489359,y
Sanket,Sankhete,1,0.89,0.75,0.95,0.777233839,0.599706574,0.086885838,0.888543279,y
Sanket,Saanket,1,1,0.857142857,0.961904762,0.420404851,0.481543159,0.057666638,0.710087306,y
Sanket,Sannket,1,1,0.857142857,0.966666667,0.448209882,0.48768252,0.057109407,0.723762763,y
Hari,Harii,1,1,0.8,0.96,0.83281666,0.633615312,0.102085777,0.916374908,y
Hari,Harri,1,1,0.8,0.953333333,0.229930699,0.446224746,0.048939218,0.614784152,y
Hari,Hary,1,1,0.75,0.883333333,0.184122264,0.439096868,0.047561067,0.591824742,y
Hari,Haari,1,1,0.8,0.946666667,0.305182099,0.458962316,0.052522574,0.652377448,y
Saumile,Saumille,1,1,0.875,0.975,0.856400609,0.651080089,0.104665079,0.928170692,y
Saumile,Saumielle,1,1,0.777777778,0.926984127,0.854781985,0.649805911,0.105696939,0.927344266,y
Saumile,Saomile,1,1,0.857142857,0.923809524,0.383757591,0.473894717,0.054263267,0.691663838,y
Saumile,Sahmile,1,1,0.857142857,0.923809524,0.590077043,0.52480948,0.066543477,0.794921841,y
Shagufta,Shagooftaa,1,1,0.7,0.915,0.692152858,0.560330226,0.076969389,0.846077741,y
Shagufta,Shaguftaa,1,1,0.888888889,0.977777778,0.910666585,0.702893797,0.130046567,0.955331087,y
Shagufta,Shaguftaah,1,1,0.8,0.96,0.855169177,0.650109578,0.106487952,0.927588894,y
Shagufta,Shugufta,1,1,0.875,0.895238095,0.690005124,0.559473666,0.074904203,0.844993816,y
Shaad,Shad,1,1,0.8,0.953333333,0.692845941,0.560607875,0.076640107,0.846414746,y
Shaad,Shaadd,1,1,0.833333333,0.966666667,0.889804661,0.680523085,0.122619974,0.944927504,y
Shaad,Shaad,1,1,1,1,1,1,1,1,y
Shaad,Shhaad,1,0.8,0.833333333,0.955555556,0.681453705,0.556117581,0.074472352,0.840719616,y
Rupali,Roopali,1,1,0.714285714,0.864285714,0.476264209,0.494202846,0.058571262,0.737808762,y
Rupali,Ruupali,1,1,0.857142857,0.961904762,0.718803525,0.57145183,0.077232904,0.859282267,y
Rupali,Rupali,1,1,1,1,1.000000119,1,1,1,y
Rupali,Roopalih,1,1,0.625,0.8375,0.459226608,0.490202218,0.058427453,0.729350627,y
